Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Paga_Dividendos,Tamanio_Empresa,Valuacion_PE
MOS,Mosaic Company (The),Fertilizers & Agricultural Chemicals,21.61,,0.0407,-2.02,19.8,36.99,6869725184.0,1718700032.0,0.56089,0.5992457,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS,Sí,Mid Cap,Sin P/E (Pérdidas)
MSI,Motorola Solutions,Communications Equipment,466.51,36.76202,0.0104,12.69,359.36,493.57,77204512768.0,3758000128.0,6.309105,28.895014,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI,Sí,Large Cap,Sobrevalorada
MSCI,MSCI,Financial Exchanges & Data,569.13,31.151068,0.0144,18.27,501.08,644.77,41375752192.0,1962299008.0,12.41114,-15.384387,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSCI,Sí,Large Cap,Sobrevalorada
NDAQ,"Nasdaq, Inc.",Financial Exchanges & Data,97.02,28.285713,0.012,3.43,76.55,101.79,54231982080.0,3352999936.0,9.660132,4.54831,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ,Sí,Large Cap,Neutral
NTAP,NetApp,"Technology Hardware, Storage & Peripherals",207.08,32.55975,0.0101,6.36,93.69,209.06,40571097088.0,1884000000.0,5.858642,30.042072,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP,Sí,Large Cap,Sobrevalorada
NFLX,Netflix,Movies & Entertainment,78.16,24.578617,0.0,3.18,65.08,126.71,325453545472.0,14726931456.0,6.7283106,10.794089,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX,No,Large Cap (Mega),Neutral
NEM,Newmont,Gold,117.76,14.849937,0.0088,7.93,67.2,134.88,124082806784.0,17057999872.0,4.8155704,3.5384617,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM,Sí,Large Cap,Subvalorada
NWSA,News Corp (Class A),Publishing,29.16,28.31068,0.0069,1.03,22.2,31.61,15756238848.0,1338000000.0,1.7452636,1.8586271,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA,Sí,Large Cap,Neutral
NWS,News Corp (Class B),Publishing,33.17,32.203884,0.006,1.03,25.49,35.31,17922990080.0,1338000000.0,1.985267,2.1261456,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS,Sí,Large Cap,Sobrevalorada
NEE,NextEra Energy,Multi-Utilities,86.19,19.36854,0.0289,4.45,69.24,98.75,179758333952.0,14593000448.0,6.2633567,3.1469986,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE,Sí,Large Cap,Neutral
NKE,"Nike, Inc.","Apparel, Accessories & Luxury Goods",40.73,19.395239,0.0403,2.1,40.0,80.17,60422901760.0,4928999936.0,1.2999812,4.063248,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE,Sí,Large Cap,Neutral
NI,NiSource,Multi-Utilities,42.5,22.606382,0.0282,1.88,38.45,49.21,20381304832.0,3025999872.0,2.9617531,2.1093905,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI,Sí,Large Cap,Neutral
NDSN,Nordson Corporation,Industrial Machinery & Supplies & Components,308.72,33.01818,0.0106,9.35,211.5,315.68,17201244160.0,911212992.0,5.924034,5.3716593,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDSN,Sí,Large Cap,Sobrevalorada
NSC,Norfolk Southern Railway,Rail Transportation,334.41,28.582052,0.0161,11.7,268.23,358.6,75111284736.0,5663000064.0,5.9897356,4.6213484,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC,Sí,Large Cap,Neutral
NTRS,Northern Trust,Asset Management & Custody Banks,191.41,16.444159,0.0171,11.64,121.12,195.78,35019542528.0,,3.8544428,2.926669,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS,Sí,Large Cap,Neutral
NOC,Northrop Grumman,Aerospace & Defense,585.87,18.622696,0.016,31.46,479.02,774.0,83230466048.0,7255000064.0,1.9404659,4.6538987,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC,Sí,Large Cap,Neutral
NCLH,Norwegian Cruise Line Holdings,"Hotels, Resorts & Cruise Lines",19.01,11.521213,0.0,1.65,14.53,27.18,8729160704.0,2594191872.0,0.8596511,3.3928251,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH,No,Mid Cap,Subvalorada
NRG,NRG Energy,Independent Power Producers & Energy Traders,126.24,32.875,0.0151,3.84,112.5,189.96,26536970240.0,3252999936.0,0.8011161,6.3138943,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG,Sí,Large Cap,Sobrevalorada
NUE,Nucor,Steel,268.91,21.461294,0.0083,12.53,131.32,280.11,61009141760.0,5680999936.0,1.689957,2.7755873,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE,Sí,Large Cap,Neutral
NVDA,Nvidia,Semiconductors,225.16,34.480858,0.0044,6.53,164.07,236.54,5453600260096.0,165514002432.0,21.513979,27.90087,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA,Sí,Large Cap (Mega),Sobrevalorada
NVR,"NVR, Inc.",Homebuilding,6307.93,16.393602,0.0,384.78,5501.01,8618.28,16809750528.0,1536605952.0,1.7453188,4.981607,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVR,No,Large Cap,Neutral
NXPI,NXP Semiconductors,Semiconductors,234.71,46.754982,0.0173,5.02,183.0,339.95,59185455104.0,5068000256.0,4.4888473,5.1941934,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NXPI,Sí,Large Cap,Sobrevalorada
ORLY,O'Reilly Auto Parts,Automotive Retail,91.05,28.904762,0.0,3.15,82.59,108.72,73655877632.0,4169743872.0,3.9658437,-40.48466,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY,No,Large Cap,Neutral
OXY,Occidental Petroleum,Oil & Gas Exploration & Production,58.36,17.21534,0.0192,3.39,38.8,67.45,58338836480.0,13717999616.0,2.438303,1.743703,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY,Sí,Large Cap,Neutral
ODFL,Old Dominion,Cargo Ground Transportation,210.97,40.649326,0.0055,5.19,126.01,252.03,43746025472.0,1793243008.0,7.808295,9.6254225,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ODFL,Sí,Large Cap,Sobrevalorada
OMC,Omnicom Group,Advertising,87.57,236.67567,0.0365,0.37,66.33,88.55,24957992960.0,3676499968.0,1.1156255,2.4865127,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC,Sí,Large Cap,Sobrevalorada
ON,ON Semiconductor,Semiconductors,82.66,54.026146,0.0,1.53,44.56,134.92,32180506624.0,2089900032.0,5.192247,4.4577475,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ON,No,Large Cap,Sobrevalorada
OKE,ONEOK,Oil & Gas Storage & Transportation,94.99,16.405872,0.0451,5.79,64.02,96.07,59846815744.0,7670000128.0,1.5202667,2.6768303,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE,Sí,Large Cap,Neutral
ORCL,Oracle Corporation,Application Software,150.52,25.818182,0.0128,5.83,114.5,345.72,433568514048.0,30493999104.0,6.436874,11.542945,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL,Sí,Large Cap (Mega),Neutral
OTIS,Otis Worldwide,Industrial Machinery & Supplies & Components,72.63,18.67095,0.0242,3.89,69.16,94.565,27648014336.0,2640000000.0,1.8542026,-4.810252,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OTIS,Sí,Large Cap,Neutral
PCAR,Paccar,Construction Machinery & Heavy Transportation Equipment,130.79,27.534735,0.0107,4.75,92.25,139.24,68843266048.0,3271600128.0,2.4749699,3.3877275,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR,Sí,Large Cap,Neutral
PKG,Packaging Corporation of America,Paper & Plastic Packaging Products & Materials,255.48,33.222366,0.0235,7.69,191.5,259.98,22762831872.0,2000099968.0,2.3873923,4.930904,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG,Sí,Large Cap,Sobrevalorada
PLTR,Palantir Technologies,Internet Services & Infrastructure,174.04,148.75214,0.0,1.17,106.37,207.52,418228273152.0,2662629888.0,67.938965,42.782696,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLTR,No,Large Cap (Mega),Sobrevalorada
PANW,Palo Alto Networks,Systems Software,384.27,334.14783,0.0,1.15,139.57,398.88,313180028928.0,1483500032.0,29.52718,11.29143,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PANW,No,Large Cap (Mega),Sobrevalorada
PARA,Paramount Global,Movies & Entertainment,1.7,0.0066771405,0.0,254.6,1.6,79.6,5634492.0,-18129508.0,0.490877,0.18211034,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PARA,No,Small Cap,Subvalorada
PH,Parker Hannifin,Industrial Machinery & Supplies & Components,1055.85,37.034374,0.0076,28.51,715.37,1099.94,133128314880.0,5570999808.0,6.192302,9.112761,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH,Sí,Large Cap,Sobrevalorada
PAYX,Paychex,Human Resource & Employment Services,122.02,24.952965,0.038,4.89,85.45,141.19,43400421376.0,1608000000.0,10.937606,11.616527,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX,Sí,Large Cap,Neutral
PAYC,Paycom,Human Resource & Employment Services,218.13,23.08254,0.0069,9.45,104.9,234.6,9831473152.0,735100032.0,4.592644,12.235935,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYC,Sí,Mid Cap,Neutral
PYPL,PayPal,Transaction & Payment Processing Services,61.66,11.655954,0.0091,5.29,38.46,79.215,53150920704.0,6456000000.0,1.5573993,2.6816857,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL,Sí,Large Cap,Subvalorada
PNR,Pentair,Industrial Machinery & Supplies & Components,66.16,17.051546,0.0159,3.88,57.6,113.95,10691822592.0,1034800000.0,2.6650937,2.806125,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR,Sí,Large Cap,Neutral
PEP,PepsiCo,Soft Drinks & Non-alcoholic Beverages,140.79,18.452162,0.0421,7.63,133.73,171.48,192319127552.0,18882000896.0,1.9846355,8.703096,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP,Sí,Large Cap,Neutral
PFE,Pfizer,Pharmaceuticals,26.79,35.25,0.0642,0.76,23.58,28.75,152694259712.0,25383000064.0,2.3972347,1.7924529,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE,Sí,Large Cap,Sobrevalorada
PCG,PG&E Corporation,Multi-Utilities,17.84,12.834533,0.0112,1.39,14.3,19.16,39290228736.0,10453000192.0,1.5206962,1.2155901,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG,Sí,Large Cap,Subvalorada
PM,Philip Morris International,Tobacco,190.39,26.116598,0.0311,7.29,142.11,207.76,296744386560.0,18015000576.0,6.974836,-34.57236,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM,Sí,Large Cap (Mega),Neutral
PSX,Phillips 66,Oil & Gas Refining & Marketing,233.61,13.333904,0.0217,17.52,121.24,236.14,93215277056.0,9925000192.0,0.61258537,3.2831604,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX,Sí,Large Cap,Subvalorada
PNW,Pinnacle West,Multi-Utilities,101.48,19.477928,0.0359,5.21,85.32,111.16,12299095040.0,2149111040.0,2.214356,1.7482386,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW,Sí,Large Cap,Neutral
PNC,PNC Financial Services,Diversified Banks,256.97,14.142543,0.0311,18.17,176.88,258.13,102531031040.0,,4.2160873,1.6037171,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC,Sí,Large Cap,Subvalorada
POOL,Pool Corporation,Distributors,194.84,17.891644,0.0267,10.89,172.68,336.15,7080631296.0,642593024.0,1.3126154,5.6195197,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=POOL,Sí,Mid Cap,Neutral
PPG,PPG Industries,Specialty Chemicals,114.11,16.371593,0.0259,6.97,93.39,133.43,25366652928.0,2697999872.0,1.544769,3.004476,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG,Sí,Large Cap,Neutral
PPL,PPL Corporation,Electric Utilities,36.02,21.313608,0.0316,1.69,33.17,40.11,27099660288.0,3759000064.0,2.8835561,1.8012702,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL,Sí,Large Cap,Neutral
PFG,Principal Financial Group,Life & Health Insurance,113.98,16.236467,0.0295,7.02,77.15,116.61,24403648512.0,2151500032.0,1.555046,2.0147064,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG,Sí,Large Cap,Neutral
PG,Procter & Gamble,Personal Care Products,144.55,21.835348,0.0301,6.62,137.62,167.25,336598990848.0,24752001024.0,3.8675315,6.2992983,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG,Sí,Large Cap (Mega),Neutral
PGR,Progressive Corporation,Property & Casualty Insurance,209.6,10.5168085,0.0019,19.93,189.2,254.93,121855524864.0,15397999616.0,1.3387922,3.5469515,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR,Sí,Large Cap,Subvalorada
PLD,Prologis,Industrial REITs,141.03,31.47991,0.0303,4.48,105.42,153.35,137094045696.0,6737149952.0,14.195642,2.452056,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD,Sí,Large Cap,Sobrevalorada
PRU,Prudential Financial,Life & Health Insurance,125.13,11.354809,0.0448,11.02,91.89,127.72,43169849344.0,5206000128.0,0.6618706,1.3592075,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU,Sí,Large Cap,Subvalorada
PTC,PTC Inc.,Application Software,149.75,14.538835,0.0,10.3,108.5,217.64,16248812544.0,1275965952.0,5.5006657,4.778391,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PTC,No,Large Cap,Subvalorada
PEG,Public Service Enterprise Group,Electric Utilities,76.04,18.915422,0.0352,4.02,74.2,87.63,37892362240.0,4463000064.0,3.0209968,2.1852458,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG,Sí,Large Cap,Neutral
PSA,Public Storage,Self-Storage REITs,325.93,155.94737,0.0365,2.09,256.54,335.55,60866039808.0,3436555008.0,12.395221,11.8257675,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA,Sí,Large Cap,Sobrevalorada
PHM,PulteGroup,Homebuilding,130.18,13.297241,0.008,9.79,108.49,144.5,24797511680.0,2753777920.0,1.5113913,1.8773342,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM,Sí,Large Cap,Subvalorada
QRVO,Qorvo,Semiconductors,98.11,22.763342,0.0,4.31,74.92,109.49,8655069184.0,885481024.0,2.374808,2.4928856,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO,No,Mid Cap,Neutral
QCOM,Qualcomm,Semiconductors,165.79,18.947428,0.0222,8.75,121.99,259.92,174079492096.0,11998999552.0,3.9501576,6.3358426,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM,Sí,Large Cap,Neutral
PWR,Quanta Services,Construction & Engineering,685.78,78.73479,0.0006,8.71,363.01,788.75,103102496768.0,3045004032.0,3.1333249,10.692591,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR,Sí,Large Cap,Sobrevalorada
DGX,Quest Diagnostics,Health Care Services,234.4,24.883226,0.0147,9.42,171.18,240.13,25871515648.0,2265999872.0,2.2380204,3.4305615,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX,Sí,Large Cap,Neutral
RL,Ralph Lauren Corporation,"Apparel, Accessories & Luxury Goods",388.92,24.506617,0.0096,15.87,283.5,421.6,23172724736.0,1593200000.0,2.7734494,8.226236,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL,Sí,Large Cap,Neutral
RJF,Raymond James Financial,Investment Banking & Brokerage,180.81,15.777487,0.0119,11.46,138.82,182.73,34780921856.0,,2.2822127,2.7354836,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF,Sí,Large Cap,Neutral
O,Realty Income,Retail REITs,62.74,45.79562,0.0518,1.37,55.86,67.94,59364712448.0,5357639168.0,9.78726,1.5010288,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O,Sí,Large Cap,Sobrevalorada
REG,Regency Centers,Retail REITs,76.71,25.828281,0.0394,2.97,66.86,83.66,14341604352.0,1071214976.0,8.508652,2.1075914,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG,Sí,Large Cap,Neutral
REGN,Regeneron Pharmaceuticals,Biotechnology,803.48,19.878279,0.0047,40.42,541.0,821.11,82722275328.0,4702400000.0,5.325,2.5417655,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN,Sí,Large Cap,Neutral
RF,Regions Financial Corporation,Regional Banks,31.9,12.96748,0.0346,2.46,22.7,32.47,27176552448.0,,3.7547047,1.5570089,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF,Sí,Large Cap,Subvalorada
RSG,Republic Services,Environmental & Facilities Services,214.71,30.412182,0.0125,7.06,196.41,238.62,65746993152.0,5256999936.0,3.8924274,5.520105,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG,Sí,Large Cap,Sobrevalorada
RMD,ResMed,Health Care Equipment,224.46,21.500002,0.0118,10.44,180.27,293.81,32378873856.0,2095774976.0,5.727284,4.9322114,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD,Sí,Large Cap,Neutral
RVTY,Revvity,Health Care Equipment,116.84,56.173077,0.0024,2.08,81.22,118.34,13037754368.0,875832000.0,4.4775414,1.8035595,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RVTY,Sí,Large Cap,Sobrevalorada
ROK,Rockwell Automation,Electrical Components & Equipment,449.37,41.997196,0.0124,10.7,332.71,497.36,49901940736.0,2092000000.0,5.561344,14.282036,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK,Sí,Large Cap,Sobrevalorada
ROL,"Rollins, Inc.",Environmental & Facilities Services,36.2,32.909092,0.0202,1.1,35.97,66.14,17417463808.0,865038016.0,4.4386797,12.613241,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROL,Sí,Large Cap,Sobrevalorada
ROP,Roper Technologies,Electronic Equipment & Instruments,399.34,16.639166,0.0092,24.0,305.96,544.94,39495073792.0,3238000128.0,4.7697635,2.1119826,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP,Sí,Large Cap,Neutral
ROST,Ross Stores,Apparel Retail,245.36,34.268158,0.0073,7.16,143.39,257.0,78706851840.0,3430964992.0,3.31034,12.492872,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST,Sí,Large Cap,Sobrevalorada
RCL,Royal Caribbean Group,"Hotels, Resorts & Cruise Lines",305.0,18.82716,0.0164,16.2,232.1,366.5,81572880384.0,6926000128.0,4.3663893,7.9690647,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL,Sí,Large Cap,Neutral
RTX,RTX Corporation,Aerospace & Defense,222.97,39.18629,0.0131,5.69,150.61,226.88,300509626368.0,15895000064.0,3.2140067,4.52731,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTX,Sí,Large Cap (Mega),Sobrevalorada
SPGI,S&P Global,Financial Exchanges & Data,418.8,25.50548,0.0093,16.42,361.03122,529.4229,123462238208.0,8143000064.0,7.6579976,3.9193296,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI,Sí,Large Cap,Neutral
CRM,Salesforce,Application Software,196.21,22.735806,0.009,8.63,146.32,269.11,160695992320.0,12894999552.0,3.752037,4.6939073,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM,Sí,Large Cap,Neutral
SBAC,SBA Communications,Telecom Tower REITs,185.2,20.0,0.0269,9.26,162.41,225.33,19647518720.0,1833553024.0,6.844342,-4.2436185,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC,Sí,Large Cap,Neutral
SLB,Schlumberger,Oil & Gas Equipment & Services,53.77,26.229269,0.0219,2.05,31.64,58.82,79802384384.0,7383000064.0,2.194423,3.0606785,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB,Sí,Large Cap,Neutral
STX,Seagate Technology,"Technology Hardware, Storage & Peripherals",973.44,69.93104,0.003,13.92,152.5,1145.0,220970876928.0,4502000128.0,18.119793,199.4754,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX,Sí,Large Cap (Mega),Sobrevalorada
SRE,Sempra,Multi-Utilities,86.41,25.046377,0.0304,3.45,78.97,101.04,56503533568.0,5873999872.0,4.169387,1.75114,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE,Sí,Large Cap,Neutral
NOW,ServiceNow,Systems Software,124.0,77.5,0.0,1.6,81.24,194.726,128198893568.0,2896999936.0,8.702069,10.242855,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOW,No,Large Cap,Sobrevalorada
SHW,Sherwin-Williams,Specialty Chemicals,359.1,33.127308,0.0089,10.84,289.86,379.65,87174447104.0,4709100032.0,3.5712156,22.48169,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW,Sí,Large Cap,Sobrevalorada
SPG,Simon Property Group,Retail REITs,219.58,62.02825,0.0405,3.54,172.09,238.5,83357728768.0,5125174784.0,12.009947,14.778571,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG,Sí,Large Cap,Sobrevalorada
SWKS,Skyworks Solutions,Semiconductors,69.62,36.07254,0.0413,1.93,51.93,90.9,10471264256.0,880200000.0,2.6086206,1.8259548,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS,Sí,Large Cap,Sobrevalorada
SW,Smurfit WestRock,Paper & Plastic Packaging Products & Materials,49.25,52.393616,0.0367,0.94,32.729,52.65,25832753152.0,4576000000.0,0.8246426,1.4322689,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SW,Sí,Large Cap,Sobrevalorada
SNA,Snap-on,Industrial Machinery & Supplies & Components,403.56,20.579296,0.0242,19.61,319.2,423.02,20874997760.0,1415500032.0,3.9574206,3.4549594,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA,Sí,Large Cap,Neutral
SOLV,Solventum,Health Care Technology,88.59,10.830072,0.0,8.18,62.38,90.0,15080119296.0,1139000064.0,1.8146955,3.0937662,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOLV,No,Large Cap,Subvalorada
SO,Southern Company,Electric Utilities,92.8,22.361446,0.0328,4.15,83.8,100.84,106753687552.0,14257999872.0,3.53735,2.6978314,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO,Sí,Large Cap,Neutral
LUV,Southwest Airlines,Passenger Airlines,44.26,27.662498,0.0163,1.6,29.26,55.11,21652353024.0,2337999872.0,0.7199931,3.0574744,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV,Sí,Large Cap,Neutral
SWK,Stanley Black & Decker,Industrial Machinery & Supplies & Components,102.07,24.95599,0.0329,4.09,61.9,104.68,15414267904.0,1791000064.0,1.0109241,1.7674459,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK,Sí,Large Cap,Neutral
SBUX,Starbucks,Restaurants,107.69,62.248554,0.023,1.73,77.99,110.51,122766606336.0,5642299904.0,3.202192,-15.994357,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX,Sí,Large Cap,Sobrevalorada
