Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Paga_Dividendos,Tamanio_Empresa,Valuacion_PE
BBY,Best Buy,Computer & Electronics Retail,86.42,16.003702,0.045,5.4,55.1,91.27,18214494208.0,2617999872.0,0.43512884,5.906233,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY,Sí,Large Cap,Neutral
TECH,Bio-Techne,Life Sciences Tools & Services,72.4,62.413795,0.0044,1.16,43.2,72.43,11280692224.0,355054016.0,9.284223,5.4342117,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TECH,Sí,Large Cap,Sobrevalorada
BIIB,Biogen,Biotechnology,209.83,37.3363,0.0,5.62,131.52,219.72,31003222016.0,3359200000.0,3.0916965,1.6443069,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB,No,Large Cap,Sobrevalorada
BLK,BlackRock,Asset Management & Custody Banks,1173.73,28.093107,0.0194,41.78,917.39,1219.94,190703173632.0,11116000256.0,6.98572,3.1577005,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK,Sí,Large Cap,Neutral
BX,Blackstone Inc.,Asset Management & Custody Banks,143.93,32.12723,0.0363,4.48,101.73,190.09,172039208960.0,,11.11127,12.772206,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BX,Sí,Large Cap,Sobrevalorada
BA,Boeing,Aerospace & Defense,231.67,83.33453,0.0,2.78,176.77,254.35,182971236352.0,-2900000000.0,1.946606,30.024624,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA,No,Large Cap,Sobrevalorada
BKNG,Booking Holdings,"Hotels, Resorts & Cruise Lines",212.06,23.53607,0.0079,9.01,150.14,231.8,164320722944.0,10412999680.0,5.8185163,-14.906509,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BKNG,Sí,Large Cap,Neutral
BWA,BorgWarner,Automotive Parts & Equipment,68.66,33.822662,0.0099,2.03,40.5,78.82,13983732736.0,2036000000.0,0.9748838,2.4877713,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BWA,Sí,Large Cap,Sobrevalorada
BSX,Boston Scientific,Health Care Equipment,51.83,20.983807,0.0,2.47,42.2,109.5,75113570304.0,5711000064.0,3.5775182,3.0077763,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX,No,Large Cap,Neutral
BMY,Bristol Myers Squibb,Pharmaceuticals,63.83,14.059472,0.0395,4.54,42.52,68.1,130386477056.0,18929999872.0,2.6508858,5.842563,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY,Sí,Large Cap,Subvalorada
AVGO,Broadcom,Semiconductors,392.99,65.38934,0.0066,6.01,281.87,495.0,1869681393664.0,42083999744.0,24.775478,21.323385,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVGO,Sí,Large Cap (Mega),Sobrevalorada
BR,Broadridge Financial Solutions,Data Processing & Outsourced Services,171.01,17.832115,0.0255,9.59,133.83,265.37,19778723840.0,1808999936.0,2.6453462,7.01925,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BR,Sí,Large Cap,Neutral
BRO,Brown & Brown,Insurance Brokers,70.54,22.536741,0.0094,3.13,53.81,98.3,23603415040.0,2892000000.0,3.5424607,1.8499869,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRO,Sí,Large Cap,Neutral
BLDR,Builders FirstSource,Building Products,72.51,78.815216,0.0,0.92,65.1,151.03,7801819136.0,1022512000.0,0.5399667,1.9478847,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLDR,No,Mid Cap,Sobrevalorada
BG,Bunge Global,Agricultural Products & Services,113.69,24.502157,0.0253,4.64,76.01,134.87,21842022400.0,3126000128.0,0.23788129,1.3690662,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BG,Sí,Large Cap,Neutral
BXP,"BXP, Inc.",Office REITs,68.45,36.801075,0.0405,1.86,49.72,79.33,12381059072.0,1617154048.0,3.880942,2.1181457,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP,Sí,Large Cap,Sobrevalorada
CHRW,C.H. Robinson,Air Freight & Logistics,148.57,28.353056,0.017,5.24,120.65,210.33,17360592896.0,932641024.0,1.021421,10.690028,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW,Sí,Large Cap,Neutral
CDNS,Cadence Design Systems,Application Software,324.82,64.57654,0.0,5.03,262.75,416.69,89590554624.0,2155915008.0,15.3470955,13.043932,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDNS,No,Large Cap,Sobrevalorada
CZR,Caesars Entertainment,Casinos & Gaming,29.75,,0.0,-2.27,17.86,30.88,6060680704.0,3459000064.0,0.5203194,1.7982349,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CZR,No,Mid Cap,Sin P/E (Pérdidas)
CPT,Camden Property Trust,Multi-Family Residential REITs,110.36,36.422443,0.0384,3.03,96.53,119.81,11095523328.0,893971008.0,7.01419,2.9765084,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPT,Sí,Large Cap,Sobrevalorada
